1652 1 22 0 0.333 0.75 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 1.0 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 3.0 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.667 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 1.0 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 774042901818 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 774042901818 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 774042901818 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.5 0 -1
1652 1 22 0 0.333 2.0 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.75 0 -1
1652 1 8 0 0.333 2.0 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 15 0 0.333 2.0 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 0.25 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 0.5 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 0.75 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 1.0 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 3.0 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.667 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 1.0 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 774042901818 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 774042901818 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 774042901818 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.5 0 -1
1652 1 22 0 0.333 2.0 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.75 0 -1
1652 1 8 0 0.333 2.0 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 15 0 0.333 2.0 -1 774042901818 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 0.25 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 0.5 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 0.75 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 1.0 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 3.0 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.667 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 1.0 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 79632125115 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 79632125115 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 79632125115 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.5 0 -1
1652 1 22 0 0.333 2.0 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.75 0 -1
1652 1 8 0 0.333 2.0 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 15 0 0.333 2.0 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 0.25 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 0.5 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 0.75 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 1.0 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 3.0 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.667 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 1.0 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 79632125115 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 79632125115 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 79632125115 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.5 0 -1
1652 1 22 0 0.333 2.0 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.75 0 -1
1652 1 8 0 0.333 2.0 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 15 0 0.333 2.0 -1 79632125115 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 0.25 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 0.5 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 0.75 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 1.0 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 3.0 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.667 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 1.0 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 687102421967 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 687102421967 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 687102421967 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.5 0 -1
1652 1 22 0 0.333 2.0 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.75 0 -1
1652 1 8 0 0.333 2.0 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 15 0 0.333 2.0 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 0.25 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 0.5 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 0.75 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 1.0 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 3.0 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.667 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 1.0 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 687102421967 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 687102421967 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 687102421967 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.5 0 -1
1652 1 22 0 0.333 2.0 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.75 0 -1
1652 1 8 0 0.333 2.0 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 15 0 0.333 2.0 -1 687102421967 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 0.25 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 0.5 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 0.75 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 1.0 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 3.0 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.667 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 1.0 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1023707528536 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1023707528536 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1023707528536 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.5 0 -1
1652 1 22 0 0.333 2.0 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.75 0 -1
1652 1 8 0 0.333 2.0 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 15 0 0.333 2.0 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 0.25 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 0.5 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 0.75 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 1.0 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 3.0 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.667 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 1.0 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1023707528536 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1023707528536 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1023707528536 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.5 0 -1
1652 1 22 0 0.333 2.0 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.75 0 -1
1652 1 8 0 0.333 2.0 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 15 0 0.333 2.0 -1 1023707528536 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 0.25 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 0.5 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 0.75 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 1.0 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 3.0 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.667 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 1.0 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1019126141426 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1019126141426 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1019126141426 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.5 0 -1
1652 1 22 0 0.333 2.0 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.75 0 -1
1652 1 8 0 0.333 2.0 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 15 0 0.333 2.0 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 0.25 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 0.5 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 0.75 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 1.0 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 3.0 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.667 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 1.0 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1019126141426 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1019126141426 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1019126141426 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.5 0 -1
1652 1 22 0 0.333 2.0 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.75 0 -1
1652 1 8 0 0.333 2.0 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 15 0 0.333 2.0 -1 1019126141426 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 0.25 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 0.5 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 0.75 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 1.0 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 3.0 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.667 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 1.0 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 399779009142 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 399779009142 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 399779009142 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.5 0 -1
1652 1 22 0 0.333 2.0 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.75 0 -1
1652 1 8 0 0.333 2.0 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 15 0 0.333 2.0 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1652 1 22 0 0.333 0.25 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 0.5 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 0.75 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 1.0 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 3.0 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.667 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 1.0 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 399779009142 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 399779009142 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 399779009142 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 22 0 0.333 2.0 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.5 0 -1
1652 1 22 0 0.333 2.0 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.75 0 -1
1652 1 8 0 0.333 2.0 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1652 1 15 0 0.333 2.0 -1 399779009142 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 10.0 0.25 0 -1
1653 1 22 0 0.333 0.25 -1 1082246904704 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1653 1 22 0 0.333 0.5 -1 1082246904704 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
1653 1 22 0 0.333 0.75 -1 1082246904704 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments6 0.333 1.3 0.0 0.25 0 -1
